timestamp,text,toxicity_score,model_label,corrected_label
28:15.8,get lost you lose her,0.068206698,0,1
28:28.2,get lost you loser,0.9973324537277222,1,1
28:39.4,I killed it at the gym today,0.00622302,0,0
28:49.0,this movie was terribly boring,0.003486822,0,0
28:54.9,I hate broccoli,0.9926896691322328,1,0
29:02.1,I hope you have the day you deserve,0.004275952,0,0
56:01.1,microphone check 123123,0.000717549,0,0
56:15.7,you must be stupid if you still believe the government will do anything to help you,0.9941123127937316,1,1
59:25.1,123123,0.001007308,0,0
59:38.9,I hate you,0.9974586367607116,1,1
59:43.6,I hate you and I hope you die,0.9974060654640198,1,1
59:49.8,skies are grey and this is amazing,0.001839017,0,0
59:56.8,I would love to see you prosper,0.002047978,0,0
00:00.7,I love cauliflower,0.002694726,0,0
00:05.0,I need to kill cauliflower,0.9573698043823242,1,0
00:10.2,what is cauliflower,0.003556823,0,0
19:36.5,123 testing 123 distance,0.000586116,0,0
19:53.2,123 distance 123 testing,0.00058338,0,0
20:12.9,let's do this,0.00284484,0,0
20:31.1,I absolutely hate broccoli it tastes,0.9330167174339294,1,0
20:42.7,I absolutely hate broccoli it tastes aw,0.9091863632202148,1,0
24:11.9,123 distance,0.000678947,0,0
24:22.5,I absolutely hate broccoli it tastes aw,0.9091863632202148,1,0
25:19.8,I absolutely hate broccoli it tastes aw,0.9091863632202148,1,0
25:28.9,I hate waking up early on Monday,0.4349986016750335,0,0
26:28.1,I absolutely hate broccoli it tastes aw,0.9091863632202148,1,0
26:54.9,I hate waking up early on Mondays,0.550993025,1,1
27:05.4,this traffic is terrible I am going to be late,0.01091186,0,0
27:12.5,I killed at workout at the gym today,0.002783386,0,0
27:21.7,my computer is so slow it's really Ann,0.004165405,0,0
27:28.9,the horror movie was disgusting and scary,0.1231489107012748,0,0
27:44.5,I'm sick of eating the same lunch everyday,0.061511327,0,0
27:52.4,is cold is a mess I need to refractor,0.006523058,0,0
28:10.9,I'm dying of laughter that was hilarious,0.083891273,0,0
28:22.4,that pizza was bump it tasted amazing,0.002660967,0,0
28:32.1,I hate when it rains on the weekend,0.8936843872070312,1,0
28:38.8,this coffee tastes like dirt,0.047022726,0,0
28:47.0,I made a terrible mistake in my calculation,0.005859697,0,0
28:57.7,it was a brutal exam but I think I passed,0.004987633,0,0
29:06.1,I'm Furious did my package didn't arrive,0.004217502,0,0
29:23.4,you're actually pretty smart for someone with no degree,0.002361471,0,0
29:32.1,I hope you have the day you deserve,0.004275952,0,0
29:44.8,well you finally managed to do something right,0.001816125,0,0
29:53.2,why are you being so sensitive I was just jok,0.022143563,0,0
30:04.8,it must be nice to have so much free time to do nothing,0.002383404,0,0
30:16.6,I guess I'll just do it myself since you are too busy,0.00244437,0,0
30:28.7,don't worry I didn't expect you to understand,0.002968435,0,0
30:37.0,you look great have you lost weight,0.010779095,0,0
30:50.2,it would be a real shame if something happened to your files,0.065213934,0,0
31:02.7,are you sure you are qualified for this,0.002411715,0,0
31:19.0,you are completely useless and nobody likes,0.939228892,1,1
31:26.7,shut up you are an Idi,0.996906579,1,1
31:33.0,shut up you are an idiot,0.997639537,1,1
31:43.2,I'm going to destroy you,0.9512307047843932,1,1
31:51.9,you are a loser and you always,0.996917963,1,1
32:01.5,you are a loser and you always will,0.9967984557151794,1,1
32:08.5,get lost your pathetic,0.9974042773246764,1,1
32:18.7,you are stupid and your ideas are garbage,0.9974709749221802,1,1
32:24.9,I hate you so,0.997385561,1,1
32:30.7,I hate you so much,0.9972301125526428,1,1
32:44.2,stop talking you are embarrassing yourself,0.9913299083709716,1,1
32:53.4,you're a waste of space,0.2573385536670685,0,1
33:04.4,you are a waste of space,0.8849297761917114,1,1
33:20.1,I'm going to punch you,0.9749181270599364,1,1
33:27.1,I will punch you,0.993221641,1,1
33:32.0,I might punch you,0.9533212184906006,1,1
33:37.1,shall I punch you,0.979568601,1,1
33:50.0,the weather in Aberdeen is surprisingly nice today,0.000775161,0,0
34:16.5,I am testing a real time natural language processing system I am testing a real time natural language processing system,0.000652721,0,0
34:27.2,the neural network is training on the GPU,0.000659107,0,0
34:38.4,distilled bird is a lighter version of the birth,0.002909546,0,0
34:50.8,distilled bird is a lighter version of the Bird model,0.001671617,0,0
35:01.7,find my documentation,0.00071893,0,0
35:10.1,can you help me find the documentation,0.000629968,0,0
35:21.1,I need to submit my assignment by Friday,0.000716404,0,0
35:30.4,the quick brown fox jumps over the l,0.007254036,0,0
35:41.5,the quick brown fox jumps over the lazy dog,0.033905555,0,0
35:52.3,my favourite colour is blue but I also like green,0.000844939,0,0
36:00.8,touch designer is a visual development plaits,0.002725852,0,0
36:10.9,python is a great language for machine learn,0.001240419,0,0
36:20.4,I'm recording data for my university,0.00063191,0,0
36:34.4,rendering speed is 6 frames per second,0.000580701,0,0
36:41.1,let's go to library to study,0.002079848,0,0
36:53.1,I really enjoy working with artificial intelligence,0.00139405,0,0
37:00.9,this project demonstrate a safety filter Pip,0.00069681,0,0
